# Psi_N                  T                      rho                    pres                   zj                     R                      Er                     B_theta                currdens               B_tor                  V_ExB                  dprof                  zkprof                 eta_T                  r_minor                
# time step #000000
  8.278835606661731E-01  1.856607438386700E-02  7.563559888977045E-01  1.404256155223056E-02  3.325155281571432E-01  1.548452566870526E+00  0.000000000000000E+00  2.447563478621293E-01  2.122053057129251E-01  2.812930624605379E+00  0.000000000000000E+00  5.661191487207445E-06  1.950210308312685E-06  3.749342478998329E-07  5.092606409021949E-01
  8.312182524536749E-01  1.845692903784567E-02  7.571256063632065E-01  1.397421359153808E-02  3.317988375828678E-01  1.547356568360273E+00  0.000000000000000E+00  2.437602072567188E-01  2.115734794914496E-01  2.815253522719560E+00  0.000000000000000E+00  5.668352591603067E-06  1.878282208491901E-06  3.782649293485753E-07  5.111577775869537E-01
  8.345528180875524E-01  1.834458636325174E-02  7.579089271850110E-01  1.390352577308563E-02  3.315207366704406E-01  1.546250375097156E+00  0.000000000000000E+00  2.427531387203711E-01  2.112238400526286E-01  2.817593624651584E+00  0.000000000000000E+00  5.670169999999999E-06  1.807649507299640E-06  3.817449986722510E-07  5.130638963024975E-01
  8.378869955448579E-01  1.822899670951212E-02  7.587051350096717E-01  1.383043341305157E-02  3.316959349418319E-01  1.545133529254434E+00  0.000000000000000E+00  2.417393980471615E-01  2.111662039647431E-01  2.819952695183241E+00  0.000000000000000E+00  5.670170000000000E-06  1.742388540535315E-06  3.853817031126996E-07  5.149790057839959E-01
  8.412224503969221E-01  1.811004706023162E-02  7.595134787242449E-01  1.375482484574483E-02  3.323266871374987E-01  1.544006593723493E+00  0.000000000000000E+00  2.407193165199238E-01  2.114018624266109E-01  2.822329779438073E+00  0.000000000000000E+00  5.670170000000000E-06  1.679427264069058E-06  3.891848028477140E-07  5.169050100833299E-01
  8.445570891155463E-01  1.798775325892585E-02  7.603322189186372E-01  1.367666835262582E-02  3.334085766285302E-01  1.542868966795343E+00  0.000000000000000E+00  2.396895099443854E-01  2.119287864467230E-01  2.824724530649533E+00  0.000000000000000E+00  5.670170000000000E-06  1.620498640179773E-06  3.931604822107206E-07  5.188394980007132E-01
  8.478915549128656E-01  1.786203905058027E-02  7.611598392002363E-01  1.359586677648789E-02  3.349326823416934E-01  1.541719292385374E+00  0.000000000000000E+00  2.386561089035528E-01  2.127410184375959E-01  2.827140411487866E+00  0.000000000000000E+00  5.670170000000000E-06  1.565091364236073E-06  3.973184109336851E-07  5.207835757640009E-01
  8.512267615672838E-01  1.773281871309289E-02  7.619943124268594E-01  1.351230700760625E-02  3.368704590255543E-01  1.540559497846540E+00  0.000000000000000E+00  2.376131208067972E-01  2.138183798799243E-01  2.829573952316737E+00  0.000000000000000E+00  5.670170000000000E-06  1.512356188351963E-06  4.016692452983723E-07  5.227385198198162E-01
  8.545611064627279E-01  1.760009877736507E-02  7.628328397027695E-01  1.342593333593541E-02  3.391814456696148E-01  1.539388024529290E+00  0.000000000000000E+00  2.365641761685790E-01  2.151347642083465E-01  2.832026561852094E+00  0.000000000000000E+00  5.670170000000000E-06  1.464300120586436E-06  4.062211991489503E-07  5.247028152845872E-01
  8.578958691424676E-01  1.746377884126944E-02  7.636724159998078E-01  1.333660618726965E-02  3.418035790337953E-01  1.538204153941806E+00  0.000000000000000E+00  2.355115417462925E-01  2.166469903765837E-01  2.834500778440713E+00  0.000000000000000E+00  5.670170000000000E-06  1.417646790696878E-06  4.109868320629136E-07  5.266770054372234E-01
  8.612310134556996E-01  1.732381121067936E-02  7.645087910170970E-01  1.324420597160294E-02  3.446273126677477E-01  1.537009163777416E+00  0.000000000000000E+00  2.344460718453772E-01  2.182805167593617E-01  2.836993762808268E+00  0.000000000000000E+00  5.670170000000000E-06  1.376750095750760E-06  4.159777277706770E-07  5.286624014787895E-01
  8.645657896767237E-01  1.718017521972928E-02  7.653372491570080E-01  1.314862804972146E-02  3.475348446030636E-01  1.535802257715174E+00  0.000000000000000E+00  2.333785902251057E-01  2.199554316156326E-01  2.839506061522489E+00  0.000000000000000E+00  5.670169057017205E-06  1.337042212792211E-06  4.212053301732847E-07  5.306583196356977E-01
  8.679017132612443E-01  1.703275952340662E-02  7.661518228247834E-01  1.304967976200566E-02  3.503596163521461E-01  1.534581849921259E+00  0.000000000000000E+00  2.323025907080851E-01  2.215568246908856E-01  2.842041415009825E+00  0.000000000000000E+00  5.670163497144564E-06  1.302209610697174E-06  4.266853375898635E-07  5.326654871320782E-01
  8.712382958297497E-01  1.688153413102419E-02  7.669446996731294E-01  1.294720311679992E-02  3.528854538912771E-01  1.533349470225136E+00  0.000000000000000E+00  2.312148252454840E-01  2.229363933480589E-01  2.844595302811010E+00  0.000000000000000E+00  5.670155872347235E-06  1.269995314870101E-06  4.324315525218186E-07  5.346849304130479E-01
  8.745698188953611E-01  1.672671362333139E-02  7.677060652601613E-01  1.284119951175065E-02  3.548453900429520E-01  1.532101294603700E+00  0.000000000000000E+00  2.301174280679157E-01  2.239162075740678E-01  2.847173994372739E+00  0.000000000000000E+00  5.670144767270350E-06  1.242271490425769E-06  4.384492279380089E-07  5.367108728404542E-01
  8.779037050052392E-01  1.656791884006343E-02  7.684257565263185E-01  1.273121558679978E-02  3.559985125620220E-01  1.530838364888956E+00  0.000000000000000E+00  2.290069499463705E-01  2.243222634390356E-01  2.849775904124130E+00  0.000000000000000E+00  5.670111444424921E-06  1.218481362242282E-06  4.447677654270991E-07  5.387494036733274E-01
  8.812390644354405E-01  1.640514349979651E-02  7.690899490056521E-01  1.261703099544515E-02  3.560408232411543E-01  1.529561667375811E+00  0.000000000000000E+00  2.278803449172662E-01  2.239449693690078E-01  2.852397983850353E+00  0.000000000000000E+00  5.670061414033469E-06  1.197652042600674E-06  4.514037800555212E-07  5.408016754111346E-01
  8.845742592403136E-01  1.623842168018049E-02  7.696826377685787E-01  1.249843124931854E-02  3.546710033703481E-01  1.528267368329570E+00  0.000000000000000E+00  2.267289247883153E-01  2.225749860657304E-01  2.855045880837031E+00  0.000000000000000E+00  5.669921287037985E-06  1.182414184027789E-06  4.583735187612384E-07  5.428648502471323E-01
  8.879084518705734E-01  1.606775777137426E-02  7.701819611727975E-01  1.237509721412341E-02  3.516754494408383E-01  1.526954609681498E+00  0.000000000000000E+00  2.255550731298016E-01  2.200591638551210E-01  2.857719354568310E+00  0.000000000000000E+00  5.669754577406471E-06  1.168832906047198E-06  4.656958074796575E-07  5.449394720138796E-01
  8.912433328289999E-01  1.589301838948605E-02  7.705642837889546E-01  1.224659235827778E-02  3.468597244231190E-01  1.525623268908004E+00  0.000000000000000E+00  2.243471088667244E-01  2.162552303424768E-01  2.860416605141716E+00  0.000000000000000E+00  5.669231066747361E-06  1.162811195322825E-06  4.733971765089901E-07  5.470271047819777E-01
  8.945777913828814E-01  1.571422021276986E-02  7.708002031442092E-01  1.211252416590878E-02  3.401740226316953E-01  1.524268889287489E+00  0.000000000000000E+00  2.230966823709880E-01  2.111179133566529E-01  2.863143823636965E+00  0.000000000000000E+00  5.668522289992599E-06  1.158289265835059E-06  4.814996658851669E-07  5.491265249249569E-01
  8.979121112241921E-01  1.553131635685384E-02  7.708515841914249E-01  1.197233985699615E-02  3.318484889401803E-01  1.522892174298013E+00  0.000000000000000E+00  2.218033375816100E-01  2.047882370010762E-01  2.865897662160626E+00  0.000000000000000E+00  5.666977388466125E-06  1.159900853758360E-06  4.900301971879409E-07  5.512398213318249E-01
  9.012473136373400E-01  1.534421052028750E-02  7.706771214547300E-01  1.182543204126285E-02  3.221576659570710E-01  1.521490023224078E+00  0.000000000000000E+00  2.204492860646006E-01  1.974390447273842E-01  2.868679469249342E+00  0.000000000000000E+00  5.664457094521512E-06  1.164452370730046E-06  4.990205377855451E-07  5.533668138326474E-01
  9.045812678195477E-01  1.515298225594541E-02  7.702236870133609E-01  1.167118592141431E-02  3.117873991185427E-01  1.520058713574089E+00  0.000000000000000E+00  2.190354436786836E-01  1.895200435471189E-01  2.871494763198691E+00  0.000000000000000E+00  5.660306321564665E-06  1.173920800607515E-06  5.084966199640543E-07  5.555071215056857E-01
  9.079159437154506E-01  1.495748088547912E-02  7.694258205232590E-01  1.150867207425681E-02  3.017633543198650E-01  1.518597047666835E+00  0.000000000000000E+00  2.175484565222541E-01  1.817107829818547E-01  2.874342173198390E+00  0.000000000000000E+00  5.652686791949299E-06  1.187002834055504E-06  5.184985638077314E-07  5.576629849755415E-01
  9.112511148771775E-01  1.475767497142922E-02  7.682121682007056E-01  1.133702556825284E-02  2.932542574084179E-01  1.517102852598853E+00  0.000000000000000E+00  2.159843002692264E-01  1.747915292336843E-01  2.877220676683409E+00  0.000000000000000E+00  5.642497844050223E-06  1.202761517794663E-06  5.290641464574205E-07  5.598349839574649E-01
  9.145854841213920E-01  1.455359654425573E-02  7.664903754594314E-01  1.115519178067014E-02  2.878933306367042E-01  1.515571860029342E+00  0.000000000000000E+00  2.143482235895298E-01  1.698587165752560E-01  2.880140151968536E+00  0.000000000000000E+00  5.622408941824217E-06  1.220709764836558E-06  5.402313039988956E-07  5.620227875009665E-01
  9.179198423705539E-01  1.434514648948260E-02  7.641537241189803E-01  1.096189724498339E-02  2.875146984574192E-01  1.514003337759172E+00  0.000000000000000E+00  2.126255609192651E-01  1.681509485204256E-01  2.883095623672148E+00  0.000000000000000E+00  5.599451885278738E-06  1.239293254811886E-06  5.520491705021469E-07  5.642281649027294E-01
  9.212552569425668E-01  1.413219572838335E-02  7.610814593570553E-01  1.075575230206435E-02  2.941399921653852E-01  1.512394134853277E+00  0.000000000000000E+00  2.108380124244697E-01  1.710338118174738E-01  2.886095382076105E+00  0.000000000000000E+00  4.979560239535482E-06  1.256298406981190E-06  5.645738745403158E-07  5.664531914389499E-01
  9.245896502781551E-01  1.391478829295169E-02  7.571259893974056E-01  1.053524805632726E-02  3.097231068708494E-01  1.510742584458202E+00  0.000000000000000E+00  2.090065171784485E-01  1.798412514469833E-01  2.889147259092363E+00  0.000000000000000E+00  4.355783722338254E-06  1.272327706975397E-06  5.778569465605397E-07  5.686972544938481E-01
  9.279242354036571E-01  1.369274173714339E-02  7.521218866199967E-01  1.029861102428672E-02  3.362834816505617E-01  1.509048604580569E+00  0.000000000000000E+00  2.071245428808447E-01  1.959550024080177E-01  2.892247666747250E+00  0.000000000000000E+00  3.781406992112409E-06  1.284020985482158E-06  5.919698907863966E-07  5.709630522011722E-01
  9.312592111621883E-01  1.346589926151011E-02  7.458836475422120E-01  1.004399440553416E-02  3.755542170523872E-01  1.507310715843050E+00  0.000000000000000E+00  2.052592919327867E-01  2.205595408936182E-01  2.895418842879777E+00  0.000000000000000E+00  3.255230638530282E-06  1.290131032304435E-06  6.069909298751905E-07  5.732512505609317E-01
  9.345933924812907E-01  1.323408289683962E-02  7.382001062888212E-01  9.769401918449678E-03  4.282776996728825E-01  1.505530059753189E+00  0.000000000000000E+00  2.034487326870981E-01  2.541938541207419E-01  2.898667208149854E+00  0.000000000000000E+00  2.808728190213821E-06  1.287035800646535E-06  6.230092108507222E-07  5.755620328277089E-01
  9.379278608876302E-01  1.299694293479841E-02  7.288439210532460E-01  9.472743608788553E-03  4.950824967212014E-01  1.503708886370399E+00  0.000000000000000E+00  2.017258974393796E-01  2.973041819844798E-01  2.902002740970401E+00  0.000000000000000E+00  2.403266798545446E-06  1.272806905849919E-06  6.401377308352590E-07  5.778970748118204E-01
  9.412620910118479E-01  1.275400172949413E-02  7.175787594521964E-01  9.152001864380963E-03  5.748388422279527E-01  1.501849713149665E+00  0.000000000000000E+00  2.001953971598135E-01  3.491496066462682E-01  2.905453609924685E+00  0.000000000000000E+00  2.027804701307489E-06  1.250456449917246E-06  6.585147966455581E-07  5.802566657234269E-01
  9.445967425341443E-01  1.250438665917508E-02  7.041594613413258E-01  8.805083844448471E-03  6.647868118303111E-01  1.499957130054359E+00  0.000000000000000E+00  1.988895648477825E-01  4.078842044062626E-01  2.909027002677904E+00  0.000000000000000E+00  1.704753678228174E-06  1.210614108245324E-06  6.783309845393299E-07  5.826413578646034E-01
  9.479312957449900E-01  1.224723906954353E-02  6.883488111942833E-01  8.430374995990269E-03  7.613586078384200E-01  1.498038053714142E+00  0.000000000000000E+00  1.979047230413037E-01  4.710957620221334E-01  2.912745348572222E+00  0.000000000000000E+00  1.396618731191277E-06  1.165803270680241E-06  6.998064740494867E-07  5.850496776914430E-01
  9.512658331590791E-01  1.198058307926324E-02  6.699561699996579E-01  8.026469456685085E-03  8.580280365669251E-01  1.496092246359445E+00  0.000000000000000E+00  1.972357482442120E-01  5.343670828899120E-01  2.916611565914309E+00  0.000000000000000E+00  1.142018236718132E-06  1.105414621228436E-06  7.232997605162142E-07  5.874783097075389E-01
  9.546010519284600E-01  1.170176839685460E-02  6.488269744301669E-01  7.592428852148266E-03  9.472476405226564E-01  1.494128074707134E+00  0.000000000000000E+00  1.969175751273047E-01  5.925463355084127E-01  2.920626758142643E+00  0.000000000000000E+00  9.021699760434327E-07  1.043615873527977E-06  7.493039381595307E-07  5.899256393922079E-01
  9.579347051119769E-01  1.140772576400262E-02  6.248758023151346E-01  7.128420910465181E-03  1.020463155087025E+00  1.492141403044495E+00  0.000000000000000E+00  1.968893601684315E-01  6.398115784788702E-01  2.924781698326803E+00  0.000000000000000E+00  7.246251635779623E-07  9.769811468692493E-07  7.784606633850775E-07  5.923840950298346E-01
  9.612685762091904E-01  1.109147219297251E-02  5.981716014741520E-01  6.634617572166344E-03  1.070704449102946E+00  1.490125363762470E+00  0.000000000000000E+00  1.970271146768433E-01  6.714054456333016E-01  2.929046915300392E+00  0.000000000000000E+00  5.738885607481679E-07  8.858653093450047E-07  8.119915719549427E-07  5.948496385075874E-01
  9.646029365595881E-01  1.074525033145368E-02  5.688432639791993E-01  6.112384333398880E-03  1.091862998416710E+00  1.488079631457423E+00  0.000000000000000E+00  1.972991910972067E-01  6.831308786189627E-01  2.933415021828732E+00  0.000000000000000E+00  4.668000208278999E-07  7.548810759736128E-07  8.515508287218877E-07  5.973205862765572E-01
  9.679367418222474E-01  1.035756024088770E-02  5.371861754334097E-01  5.563970250141244E-03  1.081862716863045E+00  1.485982327595145E+00  0.000000000000000E+00  1.974479477484283E-01  6.736333052613834E-01  2.937840703272415E+00  0.000000000000000E+00  4.144109542945173E-07  5.547443633314500E-07  8.998069160106000E-07  5.997887022562955E-01
  9.712707277618089E-01  9.910248219626938E-03  5.037079731717533E-01  4.991917737060741E-03  1.045368317287356E+00  1.483829279488468E+00  0.000000000000000E+00  1.974238427669177E-01  6.462338079344253E-01  2.942310488198410E+00  0.000000000000000E+00  4.014656425555223E-07  3.046954178643193E-07  9.614107987615623E-07  6.022553489408582E-01
  9.746043504108525E-01  9.383070793021812E-03  4.689575100490299E-01  4.400331191606684E-03  9.885827917553532E-01  1.481604651264870E+00  0.000000000000000E+00  1.970840069417137E-01  6.053813535747414E-01  2.946805243023357E+00  0.000000000000000E+00  3.996203977181104E-07  1.935724077648630E-07  1.043563610930390E-06  6.047197603893939E-01
  9.779381697327764E-01  8.752646145992920E-03  4.336413325123815E-01  3.795611037141879E-03  9.188467449942695E-01  1.479310877338766E+00  0.000000000000000E+00  1.963224698462726E-01  5.565791973300969E-01  2.951280373903041E+00  0.000000000000000E+00  4.008830817862891E-07  1.213396557898454E-07  1.158320370540235E-06  6.071845630806926E-01
  9.812728659927058E-01  8.000781639492216E-03  3.985174928251272E-01  3.188593877173832E-03  8.383103222535708E-01  1.476944443805011E+00  0.000000000000000E+00  1.950866451222906E-01  5.020413479071492E-01  2.955714258742856E+00  0.000000000000000E+00  4.005298476720061E-07  8.999872840019823E-08  1.325384026324730E-06  6.096521385389541E-01
  9.846069812841364E-01  7.113306123307546E-03  3.643685323828677E-01  2.592061662108313E-03  7.443157927886321E-01  1.474499275765473E+00  0.000000000000000E+00  1.931409873003658E-01  4.408551409828277E-01  2.960011986326266E+00  0.000000000000000E+00  4.002497886248170E-07  6.247091131609826E-08  1.581025991132764E-06  6.121247819300558E-01
  9.879402860575346E-01  6.122441492672576E-03  3.318545582153495E-01  2.032040920092443E-03  6.328147849069501E-01  1.472006744962692E+00  0.000000000000000E+00  1.903818913816932E-01  3.707464569674955E-01  2.964063634723101E+00  0.000000000000000E+00  4.004353425905361E-07  4.858214142693872E-08  1.980044540349804E-06  6.146058420714789E-01
  9.912740387832846E-01  5.085143651150484E-03  3.014850898239789E-01  1.533514824841102E-03  5.066094421738067E-01  1.469420689279111E+00  0.000000000000000E+00  1.861886686982843E-01  2.937666919683539E-01  2.967658695397358E+00  0.000000000000000E+00  4.004786432111462E-07  4.000000000000001E-08  2.616102732961938E-06  6.170890933917910E-01
  9.946071861676938E-01  4.083596393401953E-03  2.735693663915492E-01  1.117782468101932E-03  3.840803206796503E-01  1.466681702665999E+00  0.000000000000000E+00  1.795100682370027E-01  2.218870472278130E-01  2.970396328098166E+00  0.000000000000000E+00  4.002919591813911E-07  4.000000000000001E-08  3.636500974706921E-06  6.195617595242856E-01
  9.979415216514125E-01  3.179298468439680E-03  2.475567387700111E-01  7.883683563520755E-04  2.832688336461072E-01  1.463448940266701E+00  0.000000000000000E+00  1.668325407242917E-01  1.659539050779433E-01  2.971167685225577E+00  0.000000000000000E+00  4.004342868204800E-07  4.000000253146968E-08  5.303724174706136E-06  6.219122922141513E-01
